名称,発生場所,発生年月日,当事者種別,事故内容,所轄警察署,事故類型,地点経度,地点緯度
全事故,鳥取市立川町５丁目,2013/02/09,軽乗用×軽乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.24761666700,35.48533888890
全事故,鳥取市立川町５丁目,2013/04/22,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.24798333300,35.48513055560
全事故,鳥取市緑ヶ丘２丁目,2012/12/21,軽乗用貨物×歩行者,重傷事故,鳥取署,人対車両,134.20627500000,35.50547222220
全事故,鳥取市緑ヶ丘３丁目,2013/03/10,普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.20265555600,35.50978611110
全事故,東伯郡琴浦町大字赤碕,2013/02/08,軽乗用×普通乗用,重傷事故,八橋署,車両相互,133.64030277800,35.51530000000
全事故,東伯郡琴浦町大字田越,2013/01/27,普通乗用×軽乗用,軽傷事故,八橋署,車両相互,133.68016944400,35.49052777780
全事故,東伯郡三朝町大字横手,2013/02/24,普通乗用×普通乗用,軽傷事故,倉吉署,車両相互,133.87764722200,35.41267500000
全事故,東伯郡三朝町大字今泉,2013/04/23,軽乗用×軽乗用貨物,重傷事故,倉吉署,車両相互,133.85838888900,35.40191111110
全事故,東伯郡三朝町大字三朝,2013/01/04,軽乗用×歩行者,重傷事故,倉吉署,人対車両,133.89217500000,35.41186666670
全事故,東伯郡三朝町大字三朝,2013/02/11,軽乗用×歩行者,軽傷事故,倉吉署,人対車両,133.89310000000,35.41046388890
全事故,東伯郡湯梨浜町はわい長瀬,2013/03/22,普通乗用×軽乗用貨物,軽傷事故,倉吉署,車両相互,133.86220833300,35.48815555550
全事故,東伯郡湯梨浜町大字久留,2013/02/22,普通乗用×軽乗用×軽乗用,軽傷事故,倉吉署,車両相互,133.86320555600,35.48852777780
全事故,東伯郡湯梨浜町大字久留,2013/01/23,軽乗用貨物×原付,重傷事故,倉吉署,車両相互,133.86578055600,35.48927777780
全事故,東伯郡湯梨浜町大字泊,2012/12/14,普通乗用×自転車,軽傷事故,倉吉署,車両相互,133.94025833300,35.51641944440
全事故,東伯郡湯梨浜町大字門田,2013/01/26,普通乗用×軽乗用,軽傷事故,倉吉署,車両相互,133.86995000000,35.45592500000
全事故,東伯郡湯梨浜町大字門田,2013/03/24,普通乗用×普通乗用,軽傷事故,倉吉署,車両相互,133.86946361100,35.45584500000
全事故,東伯郡湯梨浜町大字野花,2013/01/05,軽乗用貨物×物件等,軽傷事故,倉吉署,車両単独,133.88818888900,35.46424444440
全事故,東伯郡湯梨浜町大字野花,2013/01/05,普通乗用×軽乗用貨物,軽傷事故,倉吉署,車両相互,133.88808055600,35.46423888890
全事故,東伯郡湯梨浜町大字野花,2013/02/28,普通乗用×軽乗用,軽傷事故,倉吉署,車両相互,133.89066944400,35.46423611110
全事故,東伯郡北栄町下神,2013/02/20,軽乗用×普通乗用,軽傷事故,倉吉署,車両相互,133.80520833300,35.48456944440
全事故,東伯郡北栄町弓原,2013/03/05,軽乗用貨物×普通乗用,軽傷事故,倉吉署,車両相互,133.81488611100,35.49865000000
全事故,東伯郡北栄町江北,2013/02/14,普通乗用×普通乗用,軽傷事故,倉吉署,車両相互,133.84046388900,35.47814166670
全事故,東伯郡北栄町国坂,2012/12/18,普通乗用×軽乗用×軽乗用,軽傷事故,倉吉署,車両相互,133.82569722200,35.48217777780
全事故,東伯郡北栄町西園,2013/04/08,普通乗用×大型貨物×普通乗用×普通貨物,死亡事故,倉吉署,車両相互,133.77122777800,35.49879444440
全事故,東伯郡北栄町大谷,2013/03/05,普通乗用×軽乗用貨物,軽傷事故,倉吉署,車両相互,133.72871388900,35.49718611110
全事故,東伯郡北栄町土下,2013/01/26,普通乗用×軽乗用,軽傷事故,倉吉署,車両相互,133.82028888900,35.47639444440
全事故,東伯郡北栄町北尾,2012/10/25,普通乗用×普通乗用,軽傷事故,倉吉署,車両相互,133.81472861100,35.48085027780
全事故,東伯郡北栄町北尾,2013/02/08,中型貨物×軽乗用,軽傷事故,倉吉署,車両相互,133.81465555600,35.48001111110
全事故,日野郡江府町大字宮市,2013/01/03,普通貨物×普通乗用,軽傷事故,高速隊,車両相互,133.52844166700,35.29291666670
全事故,日野郡江府町大字佐川,2013/03/25,普通乗用×普通乗用,軽傷事故,黒坂署,車両相互,133.47077777800,35.30111944440
全事故,日野郡江府町大字助沢,2013/03/02,普通乗用×物件等,重傷事故,高速隊,車両単独,133.54972444400,35.28833583330
全事故,日野郡江府町大字美用,2013/02/15,大乗用×普通乗用,軽傷事故,黒坂署,車両相互,133.52574166700,35.29712777780
全事故,八頭郡智頭町大字奥本,2013/02/16,軽乗用×物件等,軽傷事故,智頭署,車両単独,134.20116388900,35.19553055560
全事故,八頭郡智頭町大字智頭,2013/01/17,軽乗用×原付,重傷事故,智頭署,車両相互,134.22101666700,35.26314166670
全事故,八頭郡八頭町奥谷,2013/03/26,普通乗用×軽乗用貨物,重傷事故,郡家署,車両相互,134.25995833300,35.42015000000
全事故,八頭郡八頭町下坂,2013/04/05,普通乗用×軽乗用貨物×軽乗用貨物,軽傷事故,郡家署,車両相互,134.26207777800,35.42261388890
全事故,八頭郡八頭町宮谷,2013/04/10,普通乗用×歩行者,軽傷事故,郡家署,人対車両,134.25817500000,35.41410277780
全事故,八頭郡八頭町西御門,2013/03/16,普通貨物×普通乗用,重傷事故,郡家署,車両相互,134.26918361100,35.39724611110
全事故,八頭郡八頭町日下部,2013/02/14,軽乗用×軽乗用,軽傷事故,郡家署,車両相互,134.28440277800,35.38054166670
全事故,八頭郡八頭町北山,2013/01/14,軽乗用×普通乗用,軽傷事故,郡家署,車両相互,134.35472222200,35.36174166670
全事故,八頭郡八頭町堀越,2013/02/25,軽乗用貨物×歩行者,軽傷事故,郡家署,人対車両,134.26075555600,35.42752500000
全事故,八頭郡八頭町堀越,2013/02/20,軽乗用×軽乗用×軽乗用,軽傷事故,郡家署,車両相互,134.25971666700,35.42983888890
全事故,米子市陰田町,2013/04/24,歩行者×普通乗用,死亡事故,米子署,人対車両,133.32136944400,35.41340000000
全事故,米子市奥谷,2012/12/01,普通乗用×普通乗用,重傷事故,米子署,車両相互,133.34633611100,35.40794166670
全事故,米子市加茂町一丁目,2013/03/08,軽乗用×歩行者,重傷事故,米子署,人対車両,133.33042222200,35.42874166670
全事故,米子市河崎,2013/01/04,普通乗用×普通乗用×軽乗用貨物,軽傷事故,米子署,車両相互,133.30078611100,35.45727222220
全事故,米子市河崎,2013/03/21,中型貨物×普通乗用,軽傷事故,米子署,車両相互,133.30944166700,35.46548055560
全事故,米子市皆生五丁目,2013/03/23,軽乗用×自転車,重傷事故,米子署,車両相互,133.36098888900,35.44629722220
全事故,米子市皆生五丁目,2013/01/05,軽乗用×歩行者,軽傷事故,米子署,人対車両,133.35787500000,35.45138611110
全事故,米子市皆生四丁目,2013/01/27,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.36146111100,35.45003611110
全事故,米子市皆生新田１丁目,2013/03/13,普通乗用×自転車,軽傷事故,米子署,車両相互,133.36330000000,35.45151388890
全事故,米子市皆生新田二丁目,2013/03/14,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.36906944400,35.44890000000
全事故,米子市皆生新田二丁目,2013/02/05,普通乗用×自転車,軽傷事故,米子署,車両相互,133.36582777800,35.44953888890
全事故,米子市皆生六丁目,2013/01/06,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.35741666700,35.45149722220
全事故,米子市皆生六丁目,2013/02/21,普通乗用×歩行者,軽傷事故,米子署,人対車両,133.36090277800,35.45065277780
全事故,米子市角盤町２丁目,2013/01/15,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.33294722200,35.43242777780
全事故,米子市角盤町一丁目,2013/01/28,軽乗用貨物×自転車,軽傷事故,米子署,車両相互,133.33351666700,35.43270277780
全事故,米子市角盤町三丁目,2013/02/26,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.33108611100,35.43540555560
全事故,米子市角盤町三丁目,2013/03/01,普通乗用×歩行者,重傷事故,米子署,人対車両,133.33113611100,35.43533611110
全事故,米子市角盤町四丁目,2013/01/18,軽乗用×自転車,軽傷事故,米子署,車両相互,133.32752222200,35.43683055560
全事故,米子市観音寺新町五丁目,2013/03/07,自転車×普通乗用,重傷事故,米子署,車両相互,133.36243611100,35.42195833330
全事故,米子市旗ヶ崎三丁目,2013/03/16,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.31494722200,35.43942222220
全事故,米子市祇園町二丁目,2013/01/26,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.32513055600,35.42013611110
全事故,米子市吉谷,2013/02/22,軽乗用×歩行者,重傷事故,米子署,人対車両,133.33664166700,35.38338888890
全事故,米子市久米町,2013/01/15,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.32661666700,35.42508333330
全事故,米子市錦町一丁目,2013/03/30,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.33195444400,35.43474444440
全事故,米子市錦町一丁目,2013/04/04,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.33305972200,35.43361277780
全事故,米子市熊党,2013/01/18,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.37382222200,35.42933611110
全事故,米子市古豊千,2013/04/09,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.37611472200,35.41224500000
全事故,米子市古豊千,2013/03/06,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.37771944400,35.41280277780
全事故,米子市車尾,2013/02/08,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.35389638900,35.42557833330
全事故,米子市車尾三丁目,2012/11/09,普通乗用×歩行者,重傷事故,米子署,人対車両,133.35605277800,35.43277777780
全事故,米子市宗像,2013/03/17,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.35253333300,35.41676388890
全事故,米子市宗像,2013/03/07,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.35816111100,35.41107222220
全事故,米子市宗像,2013/02/19,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.36148611100,35.41508888890
全事故,米子市昭和町,2013/04/13,普通乗用×軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.34102500000,35.42750833330
全事故,米子市昭和町,2012/12/16,中型貨物×軽乗用,軽傷事故,米子署,車両相互,133.34272777800,35.42615277780
全事故,米子市昭和町,2012/12/27,普通乗用×軽乗用貨物,軽傷事故,米子署,車両相互,133.34276388900,35.42570833330
全事故,米子市上後藤八丁目,2012/12/26,軽乗用×軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.31516666700,35.44866388890
全事故,米子市上福原,2013/01/20,軽乗用貨物×普通乗用,軽傷事故,米子署,車両相互,133.36130277800,35.44087222220
全事故,米子市上福原一丁目,2013/04/06,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.36534722200,35.44214166670
全事故,米子市上福原五丁目,2012/12/29,軽乗用×自転車,軽傷事故,米子署,車両相互,133.35153888900,35.44666388890
全事故,米子市上福原七丁目,2012/12/04,原付×相手なし,軽傷事故,米子署,車両単独,133.35438888900,35.45431944440
全事故,米子市新開三丁目,2013/01/06,普通乗用×歩行者,死亡事故,米子署,人対車両,133.34996111100,35.45816944440
全事故,米子市新開四丁目,2013/01/09,軽乗用貨物×251-400,軽傷事故,米子署,車両相互,133.34730277800,35.45850555560
全事故,米子市新開四丁目,2013/02/02,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.34180000000,35.45945555560
全事故,米子市新開二丁目,2013/02/01,普通乗用×自転車,軽傷事故,米子署,車両相互,133.34871666700,35.45833611110
全事故,米子市新開二丁目,2012/12/29,普通乗用×自転車,軽傷事故,米子署,車両相互,133.34755833300,35.45377500000
全事故,米子市諏訪,2013/02/18,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.38462222200,35.39505277780
全事故,米子市諏訪,2013/01/13,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.38452777800,35.39510555560
全事故,米子市諏訪,2012/12/03,軽乗用貨物×自転車,重傷事故,米子署,車両相互,133.37628888900,35.39505833330
全事故,米子市西町,2012/12/15,軽乗用×歩行者,軽傷事故,米子署,人対車両,133.32425555600,35.43015000000
全事故,米子市西町,2013/03/13,普通乗用×自転車,重傷事故,米子署,車両相互,133.32555833300,35.42944722220
全事故,米子市西福原,2013/01/06,軽乗用×歩行者,重傷事故,米子署,人対車両,133.33893888900,35.43731111110
全事故,米子市西福原一丁目,2012/12/20,軽乗用×歩行者,重傷事故,米子署,人対車両,133.33645555600,35.43987500000
全事故,米子市西福原七丁目,2013/01/11,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.34411944400,35.44846666670
全事故,米子市西福原二丁目,2013/02/05,軽乗用貨物×普通乗用,軽傷事故,米子署,車両相互,133.33942777800,35.44008055560
全事故,米子市西福原二丁目,2013/01/15,普通乗用×軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.33911944400,35.44030277780
全事故,米子市西福原八丁目,2012/11/30,軽乗用×歩行者×歩行者,重傷事故,米子署,人対車両,133.34211111100,35.44906944440
全事故,米子市西福原八丁目,2013/01/18,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.34239722200,35.45025000000
全事故,米子市西福原六丁目,2013/01/15,普通乗用×軽乗用,重傷事故,米子署,車両相互,133.33839166700,35.44931666670
全事故,米子市西福原六丁目,2013/01/17,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.34229166700,35.44660833330
全事故,米子市西福原六丁目,2013/03/15,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.33904444400,35.44765833330
全事故,米子市西福原六丁目,2013/03/25,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.33806666700,35.44917916670
全事故,米子市大篠津,2013/01/15,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.25599444400,35.49316944440
全事故,米子市大篠津町,2013/03/10,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.25347777800,35.49632500000
全事故,米子市大篠津町,2013/03/18,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.26562500000,35.49546388890
全事故,米子市中島一丁目,2012/12/29,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.35401111100,35.43631944440
全事故,米子市中島二丁目,2013/01/05,普通乗用×軽二輪,軽傷事故,米子署,車両相互,133.34963888900,35.43424444440
全事故,米子市長砂町,2013/03/18,軽乗用×軽乗用,軽傷事故,高速隊,車両相互,133.35694833300,35.41722666670
全事故,米子市東倉吉町,2013/02/14,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.33093611100,35.42944722220
全事故,米子市東町,2013/02/19,普通乗用×歩行者,軽傷事故,米子署,人対車両,133.33279444400,35.42724694440
全事故,米子市東町,2013/02/25,軽乗用×普通乗用×歩行者,軽傷事故,米子署,車両相互,133.33045833300,35.42640833330
全事故,米子市東町,2012/11/28,自転車×歩行者,重傷事故,米子署,人対車両,133.32955833300,35.42376388890
全事故,米子市東福原一丁目,2013/02/08,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.34486666700,35.43689166670
